insee;code;city
34030;34360;BERLOU
34033;34160;BOISSERON
34037;34760;BOUJAN SUR LIBRON
34038;34260;LE BOUSQUET D ORB
34055;34610;CASTANET LE HAUT
34057;34170;CASTELNAU LE LEZ
34068;34120;CAZOULS D HERAULT
34072;34700;CELLES
34079;34800;CLERMONT L HERAULT
34083;34240;COMBES
34088;34660;COURNONTERRAL
34090;34920;LE CRES
34098;34210;FERRALS LES MONTAGNES
51498;51800;ST MARD SUR AUVE
51499;51130;ST MARD LES ROUFFY
51501;51600;STE MARIE A PY
51502;51240;ST MARTIN AUX CHAMPS
51506;51470;ST MEMMIE
51511;51120;ST QUENTIN LE VERGER
51514;51120;ST REMY SOUS BROYES
51516;51260;ST SATURNIN
51519;51800;ST THOMAS EN ARGONNE
51523;51170;SARCY
51526;51120;SAUDOY
51528;51340;SCRUPT
51536;51500;SILLERY
51542;51120;SOIZY AUX BOIS
51551;51290;SOMSOIS
51557;51300;SOULANGES
51560;51270;SUIZY LE FRANC
51568;51220;THIL
51571;51360;VAL DE VESLE
51582;51140;TRIGNY
51587;51400;VADENAY
51588;51800;VALMY
51589;51330;VANAULT LE CHATEL
51595;51320;VATRY
51601;51300;VAVRAY LE GRAND
51602;51300;VAVRAY LE PETIT
51611;51130;VERT TOULON
51611;51130;VERT TOULON
51625;51310;VILLENEUVE LA LIONNE
51627;51130;VILLENEUVE RENNEVILLE CHEVIGNY
51630;51130;VILLERS AUX BOIS
51639;51270;LA VILLE SOUS ORBAIS
51641;51270;VILLEVENARD
51649;51300;VITRY LE FRANCOIS
51656;51150;VRAUX
51663;51530;MAGENTA
52007;52110;AMBONVILLE
52008;52700;ANDELOT BLANCHEVILLE
52021;52130;ATTANCOURT
52027;52190;AUJEURRES
52031;52120;AUTREVILLE SUR LA RENNE
52031;52330;AUTREVILLE SUR LA RENNE
52033;52140;AVRECOURT
52035;52250;BAISSEY
52042;52260;BEAUCHEMIN
52044;52270;ROCHES BETTAINCOURT
52060;52400;BOURBONNE LES BAINS
52060;52400;BOURBONNE LES BAINS
52074;52240;BREUVANNES EN BASSIGNY
52074;52240;BREUVANNES EN BASSIGNY
52079;52130;BROUSSEVAL
52093;52600;CHALINDREY
52094;52160;VALS DES TILLES
52095;52700;CHALVRAINES
52105;52360;CHANGEY
52114;52120;CHATEAUVILLAIN
52114;52120;CHATEAUVILLAIN
52121;52000;CHAUMONT
52121;52000;CHAUMONT
52130;52370;CIRFONTAINES EN AZOIS
52133;52700;CLINCHAMP
52135;52400;COIFFY LE BAS
52140;52330;COLOMBEY LES DEUX EGLISES
52140;52330;COLOMBEY LES DEUX EGLISES
52142;52700;CONSIGNY
52147;52200;COURCELLES EN MONTAGNE
52156;52300;CUREL
52157;52330;CURMONT
52167;52700;DARMANNES
52170;52190;DOMMARIEN
52172;52110;DOMMARTIN LE ST PERE
52178;52110;DOULEVANT LE CHATEAU
52187;52230;EPIZON
52189;52190;LE VAL D ESNOMS
52189;52190;LE VAL D ESNOMS
52189;52190;LE VAL D ESNOMS
52193;52000;EUFFIGNEIX
52194;52410;EURVILLE BIENVILLE
52196;52260;FAVEROLLES
52198;52130;FAYS
52203;52170;FONTAINES SUR MARNE
52205;52800;FOULAIN
52211;52320;FRONCLES
52214;52320;LA GENEVROYE
52221;52330;GILLANCOURT
52222;52230;GILLAUME
52223;52500;GILLEY
52227;52150;GRAFFIGNY CHEMIN
52229;52500;GRENANT
52231;52300;GUINDRECOURT AUX ORMES
52234;52150;HACOURT
52237;52150;HARREVILLE LES CHANTEURS
52242;52600;HAUTE AMANCE
52242;52600;HAUTE AMANCE
52242;52600;HAUTE AMANCE
52246;52200;HUMES JORQUENAY
52248;52140;IS EN BASSIGNY
52251;52000;JONCHERY
52267;52100;LANEUVILLE AU PONT
52269;52200;LANGRES
14294;14540;GARCELLES SECQUEVILLE
14299;14600;GENNEVILLE
14302;14950;GLANVILLE
14303;14100;GLOS
14312;14450;GRANDCAMP MAISY
14319;14540;GRENTHEVILLE
14331;14170;HIEVILLE
14335;14430;HOTOT EN AUGE
14341;14123;IFS
14345;14170;JORT
14347;14260;JURQUES
14348;14250;JUVIGNY SUR SEULLES
14349;14320;LAIZE LA VILLE
14350;14240;LA LANDE SUR DROME
14352;14380;LANDELLES ET COUPIGNY
14353;14310;LANDES SUR AJON
14371;14140;LIVAROT PAYS D AUGE
14371;14140;LIVAROT PAYS D AUGE
14371;14140;LIVAROT PAYS D AUGE
14371;14290;LIVAROT PAYS D AUGE
14371;14290;LIVAROT PAYS D AUGE
14390;14210;MAISONCELLES SUR AJON
14402;14620;LE MARAIS LA CHAPELLE
14403;14100;MAROLLES
14408;14320;MAY SUR ORNE
14416;14380;LE MESNIL CAUSSOIS
14423;14740;LE MESNIL PATRY
14424;14380;LE MESNIL ROBERT
14438;14210;MONDRAINVILLE
14439;14230;MONFREVILLE
14444;14270;MONTEILLE
14448;14340;MONTREUIL EN AUGE
14450;14140;MONTVIETTE
14455;14220;MOULINES
14460;14590;MOYAUX
14477;14260;ONDEFONTAINE
14478;14290;ORBEC
14489;14170;OUVILLE LA BIEN TOURNEE
14492;14600;PENNEDEPIE
14497;14170;PERRIERES
14512;14110;PONTECOULANT
14515;14520;PORT EN BESSIN HUPPAIN
14517;14540;POUSSY LA CAMPAGNE
14519;14210;PREAUX BOCAGE
14527;14270;BIEVILLE QUETIEVILLE
14528;14130;QUETTEVILLE
14540;14100;ROCQUES
14541;14340;LA ROQUE BAIGNARD
14544;14260;ROUCAMPS
14547;14710;RUBERCY
14559;14380;ST AUBIN DES BOIS
14566;14280;ST CONTEST
14570;14290;VALORBIQUET
14572;14110;ST DENIS DE MERE
14578;14130;ST GATIEN DES BOIS
14581;14240;ST GERMAIN D ECTOT
14586;14230;ST GERMAIN DU PERT
14589;14190;ST GERMAIN LE VASSON
14590;14240;STE HONORINE DE DUCY
14593;14130;ST HYMER
14596;14350;ST JEAN DES ESSARTIERS
14597;14770;ST JEAN LE BLANC
14600;14140;ST JULIEN LE FAUCON
14604;14340;ST LAURENT DU MONT
14611;14380;ST MANVIEU BOCAGE
14619;14380;STE MARIE OUTRE L EAU
14621;14290;ST MARTIN BIENFAITE CRESSONNIERE
14630;14400;ST MARTIN DES ENTREES
14643;14490;ST PAUL DU VERNAY
14654;14170;ST PIERRE SUR DIVES
14658;14380;ST SEVER CALVADOS
14660;14640;ST VAAST EN AUGE
14672;14240;SEPT VENTS
14689;14220;LE HOM
14689;14220;LE HOM
14691;14540;TILLY LA CAMPAGNE
14697;14170;L OUDON
14697;14170;L OUDON
14698;14940;TOUFFREVILLE
14709;14117;TRACY SUR MER
14715;14360;TROUVILLE SUR MER
14721;14210;VACOGNES NEUILLY
14726;14350;VALDALLIERE
14726;14410;VALDALLIERE
14733;14400;VAUX SUR SEULLES
14735;14170;VENDEUVRE
14738;14790;VERSON
14749;14270;VIEUX FUME
14751;14700;VIGNATS
14754;14640;VILLERS SUR MER
14762;14500;VIRE NORMANDIE
14762;14500;VIRE NORMANDIE
14762;14500;VIRE NORMANDIE
15002;15100;ALLEUZE
15003;15700;ALLY
15008;15240;ANTIGNAC
15010;15200;ARCHES
15014;15000;AURILLAC
15015;15240;AUZERS
15022;15500;BONNAC
42049;42310;CHANGY
42056;42410;CHAVANAY
42061;42430;CHERIER
42062;42140;CHEVRIERES
42063;42114;CHIRASSIMONT
42066;42110;CLEPPE
42077;42540;CROIZET SUR GAND
42085;42740;DOIZIEUX
42095;42700;FIRMINY
42105;42600;GREZIEUX LE FROMENTAL
42106;42260;GREZOLLES
42115;42660;JONZIEUX
42116;42430;JURE
42117;42560;LAVIEU
42120;42155;LENTIGNY
42121;42600;LERIGNEUX
42124;42520;LUPE
42132;42520;MALLEVAL
42137;42560;MARGERIE CHANTAGRET
42138;42140;MARINGES
42140;42560;MAROLS
42141;42750;MARS
42146;42380;MONTARCHER
42147;42600;MONTBRISON
42153;42470;NEAUX
42158;42370;LES NOES
42167;42410;PAVEZIN
42171;42590;PINAY
42172;42660;PLANFOY
42174;42110;PONCINS
42176;42155;POUILLY LES NONAINS
42179;42600;PRALONG
42180;42600;PRECIEUX
42184;42153;RIORGES
42191;42520;ROISEY
42201;42520;ST APPOLINARD
42202;42110;ST BARTHELEMY LESTRA
42210;42800;STE CROIX EN JAREZ
42213;42114;ST CYR DE VALORGES
42221;42110;STE FOY ST SULPICE
42230;42260;ST GERMAIN LAVAL
42236;42190;ST HILAIRE SOUS CHARLIEU
42242;42800;ST JOSEPH
42253;42155;ST LEGER SUR ROANNE
42265;42410;ST MICHEL SUR RHONE
42269;42600;ST PAUL D UZORE
42284;42640;ST ROMAIN LA MOTTE
42290;42600;ST THOMAS LA GARDE
42291;42111;ST THURIN
42294;42120;ST VINCENT DE BOISSET
42302;42290;SORBIERS
42304;42450;SURY LE COMTAL
42306;42660;TARENTAISE
42310;42220;THELIS LA COMBE
42316;42240;UNIEUX
42317;42310;URBISE
42318;42550;USSON EN FOREZ
42320;42320;VALFLEURY
42328;42600;VERRIERES EN FOREZ
42330;42390;VILLARS
42332;42300;VILLEREST
42335;42140;VIRICELLES
42336;42140;VIRIGNEUX
43003;43270;ALLEGRE
43004;43150;ALLEYRAC
43013;43300;VISSAC AUTEYRAC
43020;43210;BAS EN BASSET
43026;43350;BELLEVUE LA MONTAGNE
43027;43160;BERBEZIT
43031;43380;BLASSAC
43034;43500;BOISSET
43038;43360;BOURNONCLE ST PIERRE
43053;43430;CHAMPCLAUSE
43064;43440;CHASSIGNOLLES
43067;43230;CHAVANIAC LAFAYETTE
43075;43230;COLLAT
43076;43160;CONNANGLES
43078;43700;COUBON
43088;43450;ESPALEM
43089;43000;ESPALY ST MARCEL
43093;43160;FELINES
43097;43150;FREYCENET LA CUCHE
43100;43230;FRUGIERES LE PIN
43101;43150;GOUDET
43115;43150;LAUSSONNE
43117;43100;LAVAUDIEU
43126;43800;MALREVERS
43128;43160;MALVIERES
43130;43520;MAZET ST VOY
43148;43230;PAULHAGUET
43154;43420;PRADELLES
43155;43300;PRADES
43158;43260;QUEYRIERES
43159;43290;RAUCOULES
43167;43300;ST ARCONS D ALLIER
43172;43290;ST BONNET LE FROID
43177;43140;ST DIDIER EN VELAY
43195;43380;ST ILPIZE
43196;43500;ST JEAN D AUBRIGOUX
43197;43320;ST JEAN DE NAY
80813;80640;VRAIGNES LES HORNOY
80824;80170;WIENCOURT L EQUIPEE
80830;80135;YAUCOURT BUSSUS
81003;81250;ALBAN
81005;81240;ALBINE
81009;81170;AMARENS
81021;81200;AUSSILLON
81026;81430;BELLEGARDE MARSAL
81026;81430;BELLEGARDE MARSAL
81028;81260;BERLATS
81029;81150;BERNAC
81033;81400;BLAYE LES MINES
81035;81170;BOURNAZEL
81039;81390;BRIATEXTE
81047;81340;CADIX
81052;81990;CAMBON D ALBI
81069;81170;CORDES SUR CIEL
81071;81340;COURRIS
81073;81350;CRESPINET
81076;81470;CUQ TOULZA
81086;81260;ESPERAUSSES
81092;81500;FIAC
81093;81150;FLORENTIN
81094;81340;FRAISSINES
81096;81430;LE FRAYSSE
81117;81300;LABESSIERE CANDEIL
81120;81290;LABRUGUIERE
81124;81230;LACAUNE
81132;81220;GUITALENS L ALBAREDE
81132;81220;GUITALENS L ALBAREDE
81133;81120;LAMILLARIE
81137;81260;LASFAILLADES
81147;81120;LOMBERS
81148;81170;LOUBERS
81156;81150;MARSSAC SUR TARN
81157;81500;MARZENS
81161;81250;MASSALS
81162;81470;MAURENS SCOPONT
81168;81190;MIRANDOL BOURGNOUNAC
81175;81630;MONTDURAUSSE
81176;81140;MONTELS
81177;81210;MONTFA
81200;81700;PALLEVILLE
81201;81190;PAMPELONNE
81204;81660;PAYRIN AUGMONTEL
81207;81440;PEYREGOUX
81210;81700;POUDIS
81214;81470;PUECHOURSI
81218;81990;PUYGOUZON
81221;81330;RAYSSAC
81224;81170;LE RIOLS
81230;81400;ROSIERES
81231;81240;ROUAIROUX
81243;81140;ST BEAUZILE
81245;81190;ST CHRISTOPHE
81249;81190;STE GEMME
81251;81700;ST GERMAIN DES PRES
81256;81210;ST JEAN DE VALS
81262;81170;ST MARCEL CAMPES
81269;81490;ST SALVY DE LA BALME
81273;81710;SAIX
81278;81240;SAUVETERRE
81290;81170;SOUEL
81297;81150;TERSSAC
81298;81500;TEULAT
81300;81170;TONNAC
81310;81500;VEILHES
81322;81640;VIRAC
81323;81220;VITERBE
82008;82340;AUVILLAR
82009;82120;BALIGNAC
82012;82100;LES BARTHES
82014;82600;BEAUPUY
82025;82710;BRESSOLS
82028;82170;CANALS
82032;82400;CASTELSAGRAT
82034;82120;CASTERA BOUZET
82037;82300;CAUSSADE
82040;82240;CAYRIECH
82054;82400;ESPALAIS
82058;82210;FAJOLLES
82062;82700;FINHAN
82067;82120;GENSAC
82068;82500;GIMAT
82070;82500;GLATENS
82072;82400;GOLFECH
82080;82100;LABASTIDE DU TEMPLE
82081;82100;LABOURGADE
82083;82120;LACHAPELLE
82085;82290;LACOURT ST PIERRE
82097;82120;LAVIT
82098;82230;LEOJAC
82100;82160;LOZE
82101;82200;MALAUSE
82102;82120;MANSONVILLE
82104;82120;MARSAC
82108;82290;MEAUZAC
82110;82440;MIRABEL
82116;82110;MONTAGUDET
82119;82270;MONTALZAT
34100;34360;FERRIERES POUSSAROU
34102;34270;FONTANES
34105;34480;FOUZILHON
34109;34320;GABIAN
34110;34160;GALARGUES
34112;34160;GARRIGUES
34134;34880;LAVERUNE
34146;34400;LUNEL VIEL
34147;34480;MAGALAS
34148;34370;MARAUSSAN
34151;34590;MARSILLARGUES
34152;34380;MAS DE LONDRES
34163;34570;MONTARNAUD
34169;34980;MONTFERRIER SUR LEZ
34171;34190;MONTOULIEU
34177;34980;MURLES
34182;34120;NEZIGNAN L EVEQUE
34184;34320;NIZAS
34185;34380;NOTRE DAME DE LONDRES
34186;34800;OCTON
34191;34490;PAILHES
34193;34360;PARDAILHAN
34196;34700;PEGAIROLLES DE L ESCALETTE
34206;34310;POILHES
34208;34230;POPIAN
34211;34600;LE POUJOL SUR ORB
34218;34360;PRADES SUR VERNAZOBRE
34219;34390;PREMIAN
34222;34230;PUILACHER
34224;34480;PUISSALICON
34234;34320;ROQUESSELS
34235;34610;ROSIS
34237;34320;ROUJAN
34241;34230;ST BAUZILLE DE LA SYLVE
34246;34400;ST CHRISTOL
34249;34160;ST DREZERY
34250;34390;ST ETIENNE D ALBAGNAN
34261;34150;ST GUILHEM LE DESERT
34267;34150;ST JEAN DE FOS
34268;34700;ST JEAN DE LA BLAQUIERE
34277;34190;ST MAURICE NAVACELLES
34280;34400;ST NAZAIRE DE PEZAN
34281;34230;ST PARGOIRE
34284;34220;ST PONS DE THOMIERES
34288;34400;ST SERIES
34290;34730;ST VINCENT DE BARBEYRARGUES
34291;34390;ST VINCENT D OLARGUES
34292;34800;SALASC
34298;34410;SAUVIAN
34299;34410;SERIGNAN
34301;34200;SETE
34303;34520;SORBS
34306;34700;SOUMONT
34311;34120;TOURBES
34313;34230;TRESSAN
34327;34740;VENDARGUES
34336;34420;VILLENEUVE LES BEZIERS
34336;34500;VILLENEUVE LES BEZIERS
35003;35250;ANDOUILLE NEUVILLE
35009;35120;BAGUER MORVAN
35011;35460;BAILLE
35012;35470;BAIN DE BRETAGNE
35013;35600;BAINS SUR OUST
35016;35580;BAULON
35023;35137;BEDEE
35030;35320;LA BOSSE DE BRETAGNE
35037;35310;BREAL SOUS MONTFORT
35042;35370;BRIELLES
35048;35330;CAMPEL
35058;35630;LA CHAPELLE CHAUSSEE
35059;35520;LA CHAPELLE DES FOUGERETZ
35060;35360;LA CHAPELLE DU LOU DU LAC
35068;35220;CHATEAUBOURG
35077;35640;CHELUN
35078;35120;CHERRUEIX
35084;35330;COMBLESSAC
35085;35270;COMBOURG
35092;35270;CUGUEN
35097;35680;DOMALAIN
35104;35120;EPINIAC
35109;35370;ETRELLES
35119;35370;GENNES SUR SEICHE
35120;35850;GEVEZE
35126;35580;GUICHEN
35127;35580;GUIGNEN
35138;35133;LAIGNELET
35146;35630;LANGOUET
35169;35380;MAXENT
35173;35520;MELESSE
35177;35520;LA MEZIERE
35179;35540;MINIAC MORVAN
35185;35210;MONTAUTOUR
35193;35520;MONTREUIL LE GAST
35194;35500;MONTREUIL SOUS PEROUSE
35198;35680;MOULINS
35200;35130;MOUTIERS
35207;35530;NOYAL SUR VILAINE
35219;35550;PIPRIAC
35225;35720;PLESDER
35232;35210;PRINCE
52271;52800;LANQUES SUR ROGNON
52274;52120;LATRECEY ORMOY SUR AUBE
52274;52120;LATRECEY ORMOY SUR AUBE
52288;52230;LEZEVILLE
52301;52240;MAISONCELLES
52303;52500;MAIZIERES SUR AMANCE
52306;52700;MANOIS
52307;52260;MARAC
52312;52200;MARDOR
52315;52800;MARNAY SUR MARNE
52316;52300;MATHONS
52320;52240;MERREY
52327;52100;MOESLAINS
52332;52140;VAL DE MEUSE
52332;52140;VAL DE MEUSE
52341;52110;MORANCOURT
52342;52700;MORIONVILLIERS
52346;52300;MUSSEY SUR MARNE
52349;52000;NEUILLY SUR SUIZE
52350;52400;NEUVELLE LES VOISEY
52353;52800;NOGENT
52355;52200;NOIDANT LE ROCHEUX
52359;52110;NULLY
52374;52600;LE PAILLY
52377;52400;PARNOY EN BASSIGNY
52377;52400;PARNOY EN BASSIGNY
52380;52200;PEIGNEY
52384;52160;PERROGNEY LES FONTAINES
52393;52160;POINSENOT
52403;52160;PRASLAY
52413;52130;RACHECOURT SUZEMONT
52421;52000;RIAUCOURT
52423;52700;RIMAUCOURT
52426;52330;RIZAUCOURT BUCHEY
52431;52210;ROCHETAILLEE
52433;52150;ROMAIN SUR MEUSE
52438;52500;ROUGEUX
52442;52300;RUPT
52444;52700;ST BLIN
52445;52190;ST BROINGT LE BOIS
52447;52200;ST CIERGUES
52455;52150;ST THIEBAULT
52456;52300;ST URBAIN MACONCOURT
52470;52400;SERQUEUX
52484;52300;SUZANNECOURT
52487;52220;THILLEUX
52495;52110;TREMILLY
52497;52130;TROISFONTAINES LA VILLE
52497;52130;TROISFONTAINES LA VILLE
52497;52130;TROISFONTAINES LA VILLE
52499;52160;VAILLANT
52503;52500;VALLEROY
52510;52130;VAUX SUR BLAISE
52512;52300;VECQUEVILLE
52515;52250;VERSEILLES LE BAS
52517;52700;VESAIGNES SOUS LAFAUCHE
52518;52800;VESAIGNES SUR MARNE
52529;52190;VILLEGUSIEN LE LAC
52534;52100;VILLIERS EN LIEU
52535;52000;VILLIERS LE SEC
52542;52160;VIVEY
52546;52500;VONCOURT
53003;53300;AMBRIERES LES VALLEES
53013;53700;AVERTON
53032;53270;BLANDOUET
53042;53120;BRECE
53046;53170;LE BURET
53049;53470;CHALONS DU MAINE
53052;53370;CHAMPFREMONT
53058;53230;LA CHAPELLE CRAONNAISE
53066;53200;CHEMAZE
53069;53250;CHEVAIGNE DU MAINE
53074;53100;CONTEST
53077;53230;COSSE LE VIVIEN
53087;53170;LA CROPTE
53089;53200;DAON
53091;53190;DESERTINES
53095;53340;EPINEUX LE SEGUIN
53097;53600;EVRON
53099;53260;FORCE
53103;53940;LE GENEST ST ISLE
53104;53200;GENNES SUR GLAIZE
53107;53120;GORRON
53108;53410;LA GRAVELLE
53109;53440;GRAZAY
53116;53640;LE HORPS
53120;53160;IZE
53121;53250;JAVRON LES CHAPELLES
53123;53380;JUVIGNE
53125;53190;LANDIVY
53128;53540;LAUBRIERES
53133;53140;LIGNIERES ORGERES
53133;53140;LIGNIERES ORGERES
53143;53170;MAISONCELLES DU MAINE
53144;53440;MARCILLE LA VILLE
53160;53640;MONTREUIL POULAY
53162;53100;MOULAY
53176;53300;LE PAS
53180;53400;POMMERIEUX
53182;53410;PORT BRILLET
15026;15230;BREZONS
15028;15130;CARLAT
15029;15340;CASSANIOUZE
15033;15230;CEZENS
15040;15190;CHANTERELLE
15044;15300;CHASTEL SUR MURAT
15048;15500;CHAZELLES
15049;15400;CHEYLADE
15058;15130;CROS DE RONESQUE
15067;15140;LE FAU
15070;15140;FONTANGES
15073;15110;FRIDEFONT
15078;15110;JABRUN
15080;15170;JOURSAC
15086;15230;LACAPELLE BARRES
15092;15270;LANOBRE
15092;15270;LANOBRE
15099;15260;LAVASTRIE
15107;15320;LORCIERES
15108;15320;VAL D ARCOMIE
15108;15320;VAL D ARCOMIE
15108;15320;VAL D ARCOMIE
15110;15190;LUGARDE
15114;15190;MARCENAT
15116;15400;MARCHASTEL
15118;15250;MARMANHAC
15131;15240;LE MONTEIL
15132;15190;MONTGRELEIX
15140;15250;NAUCELLES
15151;15170;PEYRUSSE
15152;15230;PIERREFORT
15153;15700;PLEAUX
15170;15190;ST AMANDIN
15171;15170;STE ANASTASIE
15172;15220;ST ANTOINE
15180;15800;ST CLEMENT
15181;15600;ST CONSTANT FOURNOULES
15189;15150;ST GERONS
15192;15800;ST JACQUES DES BLATS
15198;15230;STE MARIE
15200;15140;ST MARTIN CANTALES
15203;15500;ST MARY LE PLAIN
15208;15140;ST PROJET DE SALERS
15213;15190;ST SATURNIN
15216;15110;ST URCIZE
15217;15150;ST VICTOR
15219;15140;SALERS
15220;15200;SALINS
15223;15240;SAUVAT
15225;15300;SEGUR LES VILLAS
15230;15200;SOURNIAC
15243;15400;TRIZAC
15245;15100;VABRES
15246;15400;VALETTE
15255;15130;VEZAC
15269;15140;BESSE
16001;16500;ABZAC
16008;16140;AMBERAC
16017;16170;ANVILLE
16023;16460;AUNAC
16028;16300;BARBEZIEUX ST HILAIRE
16028;16300;BARBEZIEUX ST HILAIRE
16037;16210;BELLON
16038;16350;BENEST
16041;16250;BESSAC
16050;16120;BONNEUIL
16062;16300;BRIE SOUS BARBEZIEUX
16068;16260;CELLEFROUIN
16073;16210;CHALAIS
16077;16290;CHAMPMILLON
16095;16460;CHENON
16100;16150;CHIRAC
16105;16360;CONDEON
16106;16500;CONFOLENS
16114;16460;COUTURE
16115;16250;CRESSAC ST GENIS
16116;16300;CRITEUIL LA MAGDELEINE
16119;16410;DIGNAC
16121;16290;DOUZAT
16145;16200;FOUSSIGNAC
16147;16320;GARDES LE PONTAROUX
16148;16170;GENAC BIGNAC
16153;16200;GONDEVILLE
16158;16380;GRASSAC
16163;16290;HIERSAC
16166;16340;L ISLE D ESPAGNAC
16169;16100;JAVREZAC
16181;16500;LESSAC
16182;16420;LESTERPS
16186;16130;LIGNIERES SONNEVILLE
16196;16230;LUXE
16198;16320;MAGNAC LAVALETTE VILLARS
16199;16600;MAGNAC SUR TOUVRE
16216;16200;MERIGNAC
16218;16370;MESNAC
16224;16300;MONTMERAC
16231;16420;MONTROLLET
16234;16290;MOULIDARS
16242;16700;NANTEUIL EN VALLEE
16242;16700;NANTEUIL EN VALLEE
43203;43200;ST JULIEN DU PINET
43207;43100;ST LAURENT CHABREUGES
43214;43160;ST PAL DE SENOUIRE
43215;43420;ST PAUL DE TARTAS
43222;43380;ST PRIVAT DU DRAGON
43224;43600;STE SIGOLENE
43231;43150;SALETTES
43237;43160;SEMBADEL
43238;43510;SENEUJOLS
43244;43190;TENCE
43251;43750;VALS PRES LE PUY
43257;43320;VERGEZAC
43259;43270;VERNASSAL
43260;43320;LE VERNET
43261;43390;VEZEZOUX
43263;43490;VIELPRAT
44002;44140;AIGREFEUILLE SUR MAINE
44006;44410;ASSERAC
44007;44460;AVESSAC
44018;44830;BOUAYE
44024;44830;BRAINS
44025;44750;CAMPBON
44026;44470;CARQUEFOU
44039;44640;CHEIX EN RETZ
44044;44290;CONQUEREUIL
44047;44220;COUERON
44049;44490;LE CROISIC
44058;44660;FERCE
44062;44130;LE GAVRE
44065;44520;GRAND AUVERNE
44067;44290;GUEMENE PENFAO
44072;44410;HERBIGNAC
44075;44520;ISSE
44077;44440;JOUE SUR ERDRE
44081;44650;LEGE
44082;44850;LIGNE
44091;44170;MARSAC SUR DON
44104;44370;MONTRELAIS
44107;44850;MOUZEIL
44109;44000;NANTES
44111;44130;NOTRE DAME DES LANDES
44114;44700;ORVAULT
44115;44521;OUDON
44125;44420;PIRIAC SUR MER
44126;44770;LA PLAINE SUR MER
44128;44630;PLESSE
44130;44860;PONT ST MARTIN
44132;44380;PORNICHET
44139;44750;QUILLY
44143;44400;REZE
44149;44390;SAFFRE
44152;44160;STE ANNE SUR BRIVET
44155;44310;ST COLOMBAN
44161;44530;ST GILDAS DES BOIS
44165;44190;ST HILAIRE DE CLISSON
44166;44640;ST JEAN DE BOISEAU
44169;44450;ST JULIEN DE CONCELLES
44185;44460;ST NICOLAS DE REDON
44188;44310;ST PHILBERT DE GRAND LIEU
44191;44540;ST SULPICE DES LANDES
44198;44840;LES SORINIERES
44201;44240;SUCE SUR ERDRE
44202;44440;TEILLE
44205;44390;LES TOUCHES
44207;44440;TRANS SUR ERDRE
44209;44119;TREILLIERES
44213;44370;LOIREAUXENCE
44214;44170;VAY
45011;45170;ATTRAY
45012;45300;AUDEVILLE
45016;45500;AUTRY LE CHATEL
45019;45130;BACCON
45021;45340;BARVILLE EN GATINAIS
45022;45340;BATILLY EN GATINAIS
45027;45270;BEAUCHAMPS SUR HUILLARD
45034;45760;BOIGNY SUR BIONNE
45036;45290;BOISMORAND
45036;45290;BOISMORAND
45054;45390;BRIARRES SUR ESSONNE
45076;45210;LA CHAPELLE ST SEPULCRE
45077;45230;LA CHAPELLE SUR AVEYRON
45083;45220;CHATEAU RENARD
45094;45210;CHEVRY SOUS LE BIGNON
45096;45290;LES CHOUX
45098;45370;CLERY ST ANDRE
45099;45310;COINCES
45100;45800;COMBLEUX
45112;45260;LA COUR MARIGNY
45114;45490;COURTEMPIERRE
45115;45320;COURTENAY
45118;45170;CROTTES EN PITHIVERAIS
45118;45170;CROTTES EN PITHIVERAIS
45120;45420;DAMMARIE EN PUISAYE
45121;45230;DAMMARIE SUR LOING
45127;45680;DORDIVES
45129;45220;DOUCHY MONTCORBON
45132;45340;EGRY
45134;45130;EPIEDS EN BEAUCE
45145;45210;FERRIERES EN GATINAIS
45149;45320;FOUCHEROLLES
82121;82000;MONTAUBAN
82126;82300;MONTEILS
82130;82400;MONTJOI
82134;82800;NEGREPELISSE
82147;82160;PUYLAGARDE
82155;82140;ST ANTONIN NOBLE VAL
82160;82400;ST CLAIR
82169;82210;ST NICOLAS DE LA GRAVE
82170;82400;ST PAUL D ESPIS
82172;82160;ST PROJET
82181;82340;SISTELS
82185;82150;VALEILLES
82191;82330;VERFEIL SUR SEYE
83008;83600;BAGNOLS EN FORET
83009;83150;BANDOL
83030;83170;CAMPS LA SOURCE
83031;83340;LE CANNET DES MAURES
83033;83660;CARNOULES
83035;83330;LE CASTELLET
83038;83300;CHATEAUDOUBLE
83040;83840;CHATEAUVIEUX
83041;83830;CLAVIERS
83045;83570;CORRENS
83047;83260;LA CRAU
83049;83390;CUERS
83059;83136;FORCALQUEIRET
83061;83600;FREJUS
83066;83560;GINASSERVIS
83069;83400;HYERES
83069;83400;HYERES
83078;83630;MOISSAC BELLEVUE
83081;83440;MONTAUROUX
83092;83790;PIGNANS
83095;83670;PONTEVES
83100;83390;PUGET VILLE
83103;83200;LE REVEST LES EAUX
83104;83560;RIANS
83105;13780;RIBOUX
83112;83270;ST CYR SUR MER
83117;83440;ST PAUL EN FORET
83118;83530;ST RAPHAEL
83119;83990;ST TROPEZ
83120;83640;ST ZACHARIE
83123;83110;SANARY SUR MER
83128;83690;SILLANS LA CASCADE
83132;83210;SOLLIES VILLE
83133;83440;TANNERON
83138;83440;TOURRETTES
83145;83670;VARAGES
83146;83560;LA VERDIERE
83153;83430;ST MANDRIER SUR MER
84001;84210;ALTHEN DES PALUDS
84003;84400;APT
84010;84120;LA BASTIDONNE
84016;84370;BEDARRIDES
84017;84410;BEDOIN
84020;84480;BONNIEUX
